Postcode,ACPR_code,ACPR_name,State,Strategy,"Service Offering
(26.09.2024)",# FGF Members,"# BFHs
(Employee Helpers)
within 30km","BFH 
Welcome Visit","NDIS 
Service Areas",F2F Signups,Local Care Management
3920,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3921,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3922,203,Gippsland,VIC,Do Not Service,RED,1,0,NO,NO,NO,NO
3923,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3925,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3926,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3927,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3928,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3929,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3930,208,Southern Metro,VIC,VILLAGE,GREEN,3,2,YES,YES,YES,NO
3931,208,Southern Metro,VIC,VILLAGE,GREEN,16,1,YES,YES,YES,NO
3933,208,Southern Metro,VIC,VILLAGE,ORANGE,0,2,YES,NO,NO,NO
3934,208,Southern Metro,VIC,VILLAGE,GREEN,5,1,YES,YES,YES,NO
3936,208,Southern Metro,VIC,VILLAGE,ORANGE,2,0,NO,NO,NO,NO
3937,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3938,208,Southern Metro,VIC,VILLAGE,ORANGE,0,3,YES,NO,NO,NO
3939,208,Southern Metro,VIC,VILLAGE,ORANGE,3,0,NO,NO,NO,NO
3940,208,Southern Metro,VIC,VILLAGE,ORANGE,1,0,NO,NO,NO,NO
3941,208,Southern Metro,VIC,VILLAGE,ORANGE,1,0,NO,NO,NO,NO
3942,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3943,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3944,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3945,203,Gippsland,VIC,Do Not Service,RED,0,3,NO,NO,NO,NO
3946,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3950,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3951,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3953,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3954,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3956,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3957,203,Gippsland,VIC,Do Not Service,RED,0,3,NO,NO,NO,NO
3958,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3959,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3960,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3962,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3964,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3965,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3966,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3967,203,Gippsland,VIC,Do Not Service,RED,0,1,NO,NO,NO,NO
3971,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3975,208,Southern Metro,VIC,VILLAGE,GREEN,0,3,YES,YES,YES,NO
3976,208,Southern Metro,VIC,VILLAGE,GREEN,2,3,YES,YES,YES,NO
3977,208,Southern Metro,VIC,VILLAGE,GREEN,11,2,YES,YES,YES,NO
3978,208,Southern Metro,VIC,VILLAGE,GREEN,32,2,YES,YES,YES,NO
3979,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3980,208,Southern Metro,VIC,Do Not Service,RED,1,2,NO,NO,NO,NO
3981,203,Gippsland,VIC,Do Not Service,RED,2,1,NO,NO,NO,NO
3981,208,Southern Metro,VIC,Do Not Service,RED,2,1,NO,NO,NO,NO
3984,203,Gippsland,VIC,Do Not Service,RED,1,0,NO,NO,NO,NO
3984,208,Southern Metro,VIC,Do Not Service,RED,1,0,NO,NO,NO,NO
3987,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3987,208,Southern Metro,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3988,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3990,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3991,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3992,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3995,203,Gippsland,VIC,Do Not Service,RED,0,0,NO,NO,NO,NO
3996,203,Gippsland,VIC,Do Not Service,RED,1,0,NO,NO,NO,NO
4000,301,Brisbane North,QLD,COMMUNITY,GREEN,6,7,YES,YES,YES,NO
4005,301,Brisbane North,QLD,COMMUNITY,GREEN,6,7,YES,YES,YES,NO
4006,301,Brisbane North,QLD,COMMUNITY,GREEN,10,6,YES,YES,YES,NO
4007,301,Brisbane North,QLD,COMMUNITY,GREEN,9,5,YES,YES,YES,NO
4008,301,Brisbane North,QLD,COMMUNITY,GREEN,0,6,YES,YES,YES,NO
4010,301,Brisbane North,QLD,COMMUNITY,GREEN,4,5,YES,YES,YES,NO
4011,301,Brisbane North,QLD,COMMUNITY,GREEN,8,5,YES,YES,YES,NO
4012,301,Brisbane North,QLD,COMMUNITY,GREEN,10,4,YES,YES,YES,NO
4013,301,Brisbane North,QLD,COMMUNITY,GREEN,1,4,YES,YES,YES,NO
4014,301,Brisbane North,QLD,COMMUNITY,GREEN,3,4,YES,YES,YES,NO
4017,301,Brisbane North,QLD,COMMUNITY,GREEN,14,3,YES,YES,YES,NO
4018,301,Brisbane North,QLD,COMMUNITY,GREEN,11,3,YES,YES,YES,NO
4019,303,Cabool,QLD,COMMUNITY,GREEN,11,3,YES,YES,YES,NO
4020,303,Cabool,QLD,COMMUNITY,GREEN,12,3,YES,YES,YES,NO
4021,303,Cabool,QLD,COMMUNITY,GREEN,3,3,YES,YES,YES,NO
4022,303,Cabool,QLD,COMMUNITY,GREEN,2,3,YES,YES,YES,NO
4025,303,Cabool,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4029,301,Brisbane North,QLD,COMMUNITY,ORANGE,0,7,YES,NO,NO,NO
4030,301,Brisbane North,QLD,COMMUNITY,GREEN,10,5,YES,YES,YES,NO
4031,301,Brisbane North,QLD,COMMUNITY,GREEN,6,4,YES,YES,YES,NO
4032,301,Brisbane North,QLD,COMMUNITY,GREEN,12,4,YES,YES,YES,NO
4034,301,Brisbane North,QLD,COMMUNITY,GREEN,33,3,YES,YES,YES,NO
4035,301,Brisbane North,QLD,COMMUNITY,GREEN,4,3,YES,YES,YES,NO
4035,303,Cabool,QLD,COMMUNITY,GREEN,4,3,YES,YES,YES,NO
4036,301,Brisbane North,QLD,COMMUNITY,GREEN,4,3,YES,YES,YES,NO
4037,303,Cabool,QLD,COMMUNITY,GREEN,0,3,YES,YES,YES,NO
4051,301,Brisbane North,QLD,COMMUNITY,GREEN,14,4,YES,YES,YES,NO
4053,301,Brisbane North,QLD,COMMUNITY,GREEN,20,4,YES,YES,YES,NO
4053,303,Cabool,QLD,COMMUNITY,GREEN,20,4,YES,YES,YES,NO
4054,301,Brisbane North,QLD,COMMUNITY,GREEN,7,4,YES,YES,YES,NO
4054,303,Cabool,QLD,COMMUNITY,GREEN,7,4,YES,YES,YES,NO
4055,301,Brisbane North,QLD,COMMUNITY,GREEN,6,4,YES,YES,YES,NO
4055,303,Cabool,QLD,COMMUNITY,GREEN,6,4,YES,YES,YES,NO
4059,301,Brisbane North,QLD,COMMUNITY,GREEN,7,6,YES,YES,YES,NO
4060,301,Brisbane North,QLD,COMMUNITY,GREEN,4,6,YES,YES,YES,NO
4061,301,Brisbane North,QLD,COMMUNITY,GREEN,6,5,YES,YES,YES,NO
4064,301,Brisbane North,QLD,COMMUNITY,GREEN,2,7,YES,YES,YES,NO
4065,301,Brisbane North,QLD,COMMUNITY,GREEN,2,6,YES,YES,YES,NO
4066,301,Brisbane North,QLD,COMMUNITY,GREEN,11,7,YES,YES,YES,NO
4067,301,Brisbane North,QLD,COMMUNITY,GREEN,7,7,YES,YES,YES,NO
4068,301,Brisbane North,QLD,COMMUNITY,GREEN,14,6,YES,YES,YES,NO
4068,302,Brisbane South,QLD,COMMUNITY,GREEN,14,6,YES,YES,YES,NO
4069,301,Brisbane North,QLD,COMMUNITY,GREEN,11,6,YES,YES,YES,NO
4070,301,Brisbane North,QLD,COMMUNITY,ORANGE,1,5,YES,NO,YES,NO
4072,301,Brisbane North,QLD,COMMUNITY,ORANGE,0,0,NO,NO,NO,NO
4073,302,Brisbane South,QLD,COMMUNITY,GREEN,3,6,YES,YES,YES,NO
4074,302,Brisbane South,QLD,COMMUNITY,GREEN,5,6,YES,YES,YES,NO
4075,302,Brisbane South,QLD,COMMUNITY,GREEN,23,6,YES,YES,YES,NO
4076,302,Brisbane South,QLD,COMMUNITY,GREEN,3,6,YES,YES,YES,NO
4077,302,Brisbane South,QLD,COMMUNITY,GREEN,10,6,YES,YES,YES,NO
4078,302,Brisbane South,QLD,COMMUNITY,GREEN,3,6,YES,YES,YES,NO
4101,302,Brisbane South,QLD,COMMUNITY,GREEN,13,7,YES,YES,YES,NO
4102,302,Brisbane South,QLD,COMMUNITY,GREEN,2,7,YES,YES,YES,NO
4103,302,Brisbane South,QLD,COMMUNITY,GREEN,7,7,YES,YES,YES,NO
4104,302,Brisbane South,QLD,COMMUNITY,GREEN,3,6,YES,YES,YES,NO
4105,302,Brisbane South,QLD,COMMUNITY,GREEN,5,6,YES,YES,YES,NO
4106,302,Brisbane South,QLD,COMMUNITY,GREEN,0,6,YES,YES,YES,NO
4107,302,Brisbane South,QLD,COMMUNITY,GREEN,3,6,YES,YES,YES,NO
4108,302,Brisbane South,QLD,COMMUNITY,GREEN,1,6,YES,YES,YES,NO
4109,302,Brisbane South,QLD,COMMUNITY,GREEN,17,6,YES,YES,YES,NO
4110,302,Brisbane South,QLD,COMMUNITY,GREEN,3,6,YES,YES,YES,NO
4111,302,Brisbane South,QLD,COMMUNITY,GREEN,0,6,YES,YES,YES,NO
4112,302,Brisbane South,QLD,COMMUNITY,GREEN,2,6,YES,YES,YES,NO
4113,302,Brisbane South,QLD,COMMUNITY,GREEN,3,6,YES,YES,YES,NO
4114,308,Logan River Valley,QLD,COMMUNITY,GREEN,10,5,YES,YES,YES,NO
4115,302,Brisbane South,QLD,COMMUNITY,GREEN,7,6,YES,YES,YES,NO
4116,302,Brisbane South,QLD,COMMUNITY,GREEN,6,6,YES,YES,YES,NO
4117,302,Brisbane South,QLD,COMMUNITY,GREEN,1,6,YES,YES,YES,NO
4117,308,Logan River Valley,QLD,COMMUNITY,GREEN,1,6,YES,YES,YES,NO
4118,308,Logan River Valley,QLD,COMMUNITY,GREEN,4,5,YES,YES,YES,NO
4119,308,Logan River Valley,QLD,COMMUNITY,GREEN,0,6,YES,YES,YES,NO
4120,302,Brisbane South,QLD,COMMUNITY,GREEN,1,6,YES,YES,YES,NO
4121,302,Brisbane South,QLD,COMMUNITY,GREEN,8,6,YES,YES,YES,NO
4122,302,Brisbane South,QLD,COMMUNITY,GREEN,15,6,YES,YES,YES,NO
4123,302,Brisbane South,QLD,COMMUNITY,GREEN,3,6,YES,YES,YES,NO
4123,308,Logan River Valley,QLD,COMMUNITY,GREEN,3,6,YES,YES,YES,NO
4124,308,Logan River Valley,QLD,COMMUNITY,ORANGE,2,5,YES,NO,YES,NO
4125,308,Logan River Valley,QLD,COMMUNITY,GREEN,4,5,YES,YES,YES,NO
4127,308,Logan River Valley,QLD,COMMUNITY,GREEN,13,5,YES,YES,YES,NO
4128,308,Logan River Valley,QLD,COMMUNITY,GREEN,4,5,YES,YES,YES,NO
4129,308,Logan River Valley,QLD,COMMUNITY,GREEN,1,5,YES,YES,YES,NO
4130,308,Logan River Valley,QLD,COMMUNITY,GREEN,1,2,YES,YES,YES,NO
4131,308,Logan River Valley,QLD,COMMUNITY,GREEN,6,5,YES,YES,YES,NO
4132,308,Logan River Valley,QLD,COMMUNITY,GREEN,2,5,YES,YES,YES,NO
4133,308,Logan River Valley,QLD,COMMUNITY,GREEN,3,5,YES,YES,YES,NO
4151,302,Brisbane South,QLD,COMMUNITY,GREEN,6,7,YES,YES,YES,NO
4152,302,Brisbane South,QLD,COMMUNITY,GREEN,19,7,YES,YES,YES,NO
4153,302,Brisbane South,QLD,COMMUNITY,GREEN,0,5,YES,YES,YES,NO
4154,302,Brisbane South,QLD,COMMUNITY,GREEN,2,5,YES,YES,YES,NO
4155,302,Brisbane South,QLD,COMMUNITY,GREEN,3,0,YES,YES,YES,NO
4156,302,Brisbane South,QLD,COMMUNITY,GREEN,1,6,YES,YES,YES,NO
4157,302,Brisbane South,QLD,COMMUNITY,GREEN,7,5,YES,YES,YES,NO
4158,302,Brisbane South,QLD,COMMUNITY,GREEN,1,5,YES,YES,YES,NO
4159,302,Brisbane South,QLD,COMMUNITY,GREEN,2,5,YES,YES,YES,NO
4160,302,Brisbane South,QLD,COMMUNITY,GREEN,4,3,YES,YES,YES,NO
4161,302,Brisbane South,QLD,COMMUNITY,GREEN,2,5,YES,YES,YES,NO
4163,302,Brisbane South,QLD,COMMUNITY,GREEN,9,3,YES,YES,YES,NO
4164,302,Brisbane South,QLD,COMMUNITY,GREEN,3,3,YES,YES,YES,NO
4165,302,Brisbane South,QLD,COMMUNITY,GREEN,34,4,YES,YES,YES,NO
4169,302,Brisbane South,QLD,COMMUNITY,GREEN,3,7,YES,YES,YES,NO
4170,302,Brisbane South,QLD,COMMUNITY,GREEN,9,6,YES,YES,YES,NO
4171,302,Brisbane South,QLD,COMMUNITY,GREEN,5,6,YES,YES,YES,NO
4172,302,Brisbane South,QLD,COMMUNITY,GREEN,0,6,YES,YES,YES,NO
4173,302,Brisbane South,QLD,COMMUNITY,GREEN,0,6,YES,YES,YES,NO
4174,302,Brisbane South,QLD,COMMUNITY,GREEN,0,6,YES,YES,YES,NO
4178,302,Brisbane South,QLD,COMMUNITY,GREEN,14,5,YES,YES,YES,NO
4179,302,Brisbane South,QLD,COMMUNITY,GREEN,6,5,YES,YES,YES,NO
4183,302,Brisbane South,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4184,302,Brisbane South,QLD,Do Not Service,RED,0,2,NO,NO,NO,NO
4205,308,Logan River Valley,QLD,COMMUNITY,GREEN,12,5,YES,YES,YES,NO
4207,308,Logan River Valley,QLD,COMMUNITY,GREEN,24,2,YES,YES,YES,NO
4207,312,South Coast,QLD,COMMUNITY,GREEN,24,2,YES,YES,YES,NO
4208,308,Logan River Valley,QLD,COMMUNITY,GREEN,3,2,YES,YES,YES,NO
4208,312,South Coast,QLD,COMMUNITY,GREEN,3,2,YES,YES,YES,NO
4209,312,South Coast,QLD,COMMUNITY,GREEN,12,1,YES,YES,YES,NO
4210,312,South Coast,QLD,COMMUNITY,GREEN,1,1,YES,YES,YES,NO
4211,308,Logan River Valley,QLD,COMMUNITY,GREEN,5,0,YES,YES,YES,NO
4211,312,South Coast,QLD,COMMUNITY,GREEN,5,0,YES,YES,YES,NO
4212,312,South Coast,QLD,COMMUNITY,GREEN,9,0,YES,YES,YES,NO
4213,312,South Coast,QLD,COMMUNITY,ORANGE,3,0,NO,NO,YES,NO
4214,312,South Coast,QLD,COMMUNITY,GREEN,8,0,YES,YES,YES,NO
4215,312,South Coast,QLD,COMMUNITY,GREEN,7,0,YES,YES,YES,NO
4216,312,South Coast,QLD,COMMUNITY,GREEN,14,0,YES,YES,YES,NO
4217,312,South Coast,QLD,COMMUNITY,GREEN,4,0,YES,YES,YES,NO
4218,312,South Coast,QLD,COMMUNITY,ORANGE,1,0,NO,NO,YES,NO
4220,312,South Coast,QLD,COMMUNITY,GREEN,4,0,YES,YES,YES,NO
4221,312,South Coast,QLD,COMMUNITY,GREEN,10,0,YES,YES,NO,NO
4223,312,South Coast,QLD,COMMUNITY,ORANGE,3,0,NO,NO,NO,NO
4224,312,South Coast,QLD,COMMUNITY,ORANGE,2,0,NO,NO,NO,NO
4225,312,South Coast,QLD,COMMUNITY,ORANGE,3,0,NO,NO,NO,NO
4226,312,South Coast,QLD,COMMUNITY,GREEN,7,0,YES,YES,YES,NO
4227,312,South Coast,QLD,COMMUNITY,ORANGE,0,0,NO,NO,YES,NO
4228,312,South Coast,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4229,312,South Coast,QLD,COMMUNITY,ORANGE,0,0,NO,NO,NO,NO
4230,312,South Coast,QLD,COMMUNITY,ORANGE,0,0,NO,NO,NO,NO
4270,308,Logan River Valley,QLD,COMMUNITY,ORANGE,0,3,YES,NO,YES,NO
4271,308,Logan River Valley,QLD,Do Not Service,RED,0,2,NO,NO,NO,NO
4272,308,Logan River Valley,QLD,COMMUNITY,ORANGE,4,0,NO,NO,YES,NO
4275,308,Logan River Valley,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4280,308,Logan River Valley,QLD,COMMUNITY,ORANGE,1,5,YES,NO,YES,NO
4285,308,Logan River Valley,QLD,Do Not Service,RED,2,2,NO,NO,NO,NO
4285,315,West Moreton,QLD,Do Not Service,RED,2,2,NO,NO,NO,NO
4287,308,Logan River Valley,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4300,315,West Moreton,QLD,COMMUNITY,GREEN,15,5,YES,YES,YES,NO
4301,315,West Moreton,QLD,COMMUNITY,GREEN,5,5,YES,YES,YES,NO
4303,315,West Moreton,QLD,COMMUNITY,GREEN,1,4,YES,YES,YES,NO
4304,315,West Moreton,QLD,COMMUNITY,GREEN,2,3,YES,YES,YES,NO
4305,315,West Moreton,QLD,COMMUNITY,GREEN,12,3,YES,YES,YES,NO
4306,303,Cabool,QLD,COMMUNITY,ORANGE,4,3,YES,NO,YES,NO
4306,305,Darling Downs,QLD,COMMUNITY,ORANGE,4,3,YES,NO,YES,NO
4306,315,West Moreton,QLD,COMMUNITY,ORANGE,4,3,YES,NO,YES,NO
4306,316,Wide Bay,QLD,COMMUNITY,ORANGE,4,3,YES,NO,YES,NO
4307,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4309,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4310,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4311,315,West Moreton,QLD,Do Not Service,RED,1,0,NO,NO,NO,NO
4312,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4313,303,Cabool,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4313,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4340,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4341,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4342,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4343,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4343,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4344,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4345,305,Darling Downs,QLD,COMMUNITY,ORANGE,0,0,NO,NO,NO,NO
4346,315,West Moreton,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4347,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4350,305,Darling Downs,QLD,COMMUNITY,ORANGE,6,0,NO,NO,YES,NO
4352,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4353,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4354,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4355,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4356,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4357,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4358,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4359,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4360,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4361,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4362,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4363,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4364,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4365,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4370,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4371,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4372,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4373,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4374,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4375,109,New England,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4375,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4376,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4377,109,New England,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4377,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4378,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4380,109,New England,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4380,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4381,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4382,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4383,109,New England,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
4383,305,Darling Downs,NSW,Do Not Service,RED,0,0,NO,NO,NO,NO
4384,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4385,109,New England,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4385,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4387,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4388,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4390,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4400,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4401,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4402,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4403,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4404,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4405,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4405,316,Wide Bay,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4406,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4407,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4408,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4410,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4411,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4412,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4413,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4415,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4416,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4417,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4418,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4419,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4419,307,Fitzroy,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4420,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4420,307,Fitzroy,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4421,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4422,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4423,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4423,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4424,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4425,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4426,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4427,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4427,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4428,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4428,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4454,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4455,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4461,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4462,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4465,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4467,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4468,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4470,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4472,304,Central West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4474,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4477,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4478,304,Central West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4479,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4480,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4481,304,Central West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4482,304,Central West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4486,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4487,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4488,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4489,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4490,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4491,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4492,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4493,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4494,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4496,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4497,305,Darling Downs,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
4497,313,South West,QLD,Do Not Service,RED,0,0,NO,NO,NO,NO
